"Region","Year","Month","AverageEVI","MaxEVI","MinEVI","MedianEVI"
"I","2010","10",0.208144129301518,0.272239571403522,0.0764614581599877,0.213248505846359
"I","2010","11",0.201563833981459,0.319077964239396,0.0417691916913575,0.227641094835603
"I","2010","12",0.269776452197976,0.444422102465289,-0.0211253442866582,0.27420404327324
"I","2011","01",0.315578013405815,0.531941248622954,0.0559939328287059,0.355533588306889
"I","2011","02",0.333762970966777,0.438037818826909,0.155593925602765,0.340753347518367
"I","2011","03",0.353771263087809,0.511419641635344,0.116253988821385,0.351803239262292
"I","2011","04",0.283355604497883,0.451141791701108,0.0372703086433307,0.30977414037683
"I","2011","05",0.322900838369493,0.433133481148798,0.190950344993975,0.333508752060726
"I","2011","06",0.295134827500682,0.414463990099092,0.174086830835358,0.288206691131269
"I","2011","07",0.238961125744597,0.34114608565696,0.0780501961338567,0.243787632992906
"I","2011","08",0.221221629922924,0.322072647893695,0.123070511430653,0.220927097884696
"I","2011","09",0.209759240850829,0.271287756782893,0.0803414984807014,0.206443522146348
"I","2011","10",0.227742555774858,0.309424571640745,0.0719333519328598,0.232135174398224
"I","2011","11",0.221949139967262,0.375183772877166,0.030786358518474,0.25165215961151
"I","2011","12",0.289216086206467,0.497130321338976,0.0426834031649494,0.315542821764423
"I","2012","01",0.330321778891253,0.48682805435116,0.139473906956104,0.353665703138059
"I","2012","02",0.371779104100168,0.546725086601291,0.0702573481878115,0.372667111460435
"I","2012","03",0.322918000437459,0.482756220490071,-0.0300347435036932,0.350723718461928
"I","2012","04",0.316829248631389,0.504401352580412,0.021038835621163,0.345720728330578
"I","2012","05",0.313350938206955,0.435182796872494,0.153296993415114,0.319987601899841
"I","2012","06",0.279401505603235,0.361931059559441,0.172278215679431,0.278444128174097
"I","2012","07",0.255838004964912,0.332757893766599,0.184445421533048,0.24661994114976
"I","2012","08",0.218484783900352,0.298554556013078,0.120014217693555,0.218396365594635
"I","2012","09",0.190983299846856,0.246673959809474,0.0566302634286192,0.195545875022828
"I","2012","10",0.192938643679184,0.278861458018665,-0.0204320556325863,0.209598116663831
