"District","YearBegin","MonthBegin","AverageSoilMoisture","MaxSoilMoisture","MinSoilMoisture"
"Hwange","2017","02",21.1689705168255,24.8318125185711,16.563125649641
"Insiza","2017","02",21.9770334654013,24.7215930270292,15.7067567334012
"Kadoma","2017","02",23.8427200463425,25.3007562853298,21.1046381910301
"Kariba","2017","02",24.9594194422683,25.2640246628343,24.5915880047576
"Kwekwe","2017","02",22.4915274358801,25.2946797917724,19.3488225925704
"Lupane","2017","02",22.8279813773488,25.2278103192064,18.8466104797259
"Makonde","2017","02",24.6608594888236,25.2115379577422,23.0914990481453
"Makoni","2017","02",23.7657537120324,24.8476678038727,21.9655801987429
"Mangwe (South)","2017","02",20.9842265175061,25.0793918954671,13.021768456071
"Marondera","2017","02",24.5147666890588,25.3269759822215,21.873402559386
"Masvingo","2017","02",20.663194772973,24.3154928789875,15.5095338768654
"Matobo","2017","02",19.9663195684383,25.1436547067896,12.3004694995674
"Mazowe","2017","02",24.8057360560542,25.3524408637638,23.7135589942216
"Mberengwa","2017","02",20.4027303025611,24.5162415964154,14.3122749256709
"Mount Darwin","2017","02",24.1249337764251,25.3562698262089,21.8065619129017
"Mudzi","2017","02",20.7458806945263,24.7762037939001,16.4473957091325
"Murehwa","2017","02",24.9327990019452,25.31356461085,24.148876947581
"Mutare","2017","02",18.956487689102,24.1331340564319,15.6487248606273
"Mutasa","2017","02",22.2238083679924,24.5091207952553,19.4204238674191
"Mutoko","2017","02",22.5453194683062,24.2555540259394,19.875923386758
"Mwenezi","2017","02",16.4413705874899,21.3418487754356,9.7958762267536
"Nkayi","2017","02",23.0336275726726,25.2798824132272,19.8991953550522
"Nyanga","2017","02",23.1283929148827,24.6211943396045,21.3974810809145
"Rushinga","2017","02",21.9699038897442,25.236781476578,17.3160011326405
"Seke","2017","02",24.3166183565011,25.3351935744975,21.3843339755441
"Shamva","2017","02",23.5399656912245,25.1805495195681,20.8940713769285
"Shurugwi","2017","02",22.4150833498843,24.8819168944478,16.6335866814871
"Tsholotsho","2017","02",20.4426625080576,24.9133808192482,11.5720145323942
"Umguza","2017","02",21.5257072636109,25.1931200630122,13.2225938266361
"UMP","2017","02",21.8116263233666,24.3243973739466,18.0245018350591
"Umzingwane","2017","02",22.1360124980279,24.8434228739218,15.3024583396866
"Wedza","2017","02",22.9156480602118,24.8839447468984,19.6664434764503
